Nb,Name,Label,Type,CX (pix),CY (pix),CZ (pix),CX (unit),CY (unit),CZ (unit),Xmin (pix),Ymin (pix),Zmin (pix),Xmax (pix),Ymax (pix),Zmax (pix),VolBounding (pix),RatioVolbox,Vol (unit),Vol (pix),Surf (unit),Surf (pix),SurfCorr (pix),Comp (pix),Spher (pix),CompCorr (pix),SpherCorr (pix),Comp (unit),Spher (unit),CompDiscrete,Ell_MajRad,Ell_Elon,Ell_Flatness,volEllipsoid (unit),RatioVolEllipsoid,DCMin (unit),DCMax (unit),DCMean (unit),DCSD (unit),
2603,obj2604-val39753,39753,0,224.0,298.0,29.0,224.0,298.0,29.0,224,298,29,224,298,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2604,obj2605-val39754,39754,0,226.0,298.0,29.0,226.0,298.0,29.0,226,298,29,226,298,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2605,obj2606-val39755,39755,0,237.0,298.0,29.0,237.0,298.0,29.0,237,298,29,237,298,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2606,obj2607-val39756,39756,0,238.0,298.0,29.0,238.0,298.0,29.0,238,298,29,238,298,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2607,obj2608-val39757,39757,0,239.0,298.0,29.0,239.0,298.0,29.0,239,298,29,239,298,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2608,obj2609-val39758,39758,0,242.0,298.0,29.0,242.0,298.0,29.0,242,298,29,242,298,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2609,obj2610-val39759,39759,0,245.0,298.0,29.0,245.0,298.0,29.0,245,298,29,245,298,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2610,obj2611-val39760,39760,0,247.0,298.0,29.0,247.0,298.0,29.0,247,298,29,247,298,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2611,obj2612-val39761,39761,0,248.0,298.0,29.0,248.0,298.0,29.0,248,298,29,248,298,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2612,obj2613-val39762,39762,0,249.0,298.0,29.0,249.0,298.0,29.0,249,298,29,249,298,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2613,obj2614-val39763,39763,0,221.0,299.0,29.0,221.0,299.0,29.0,221,299,29,221,299,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2614,obj2615-val39764,39764,0,222.0,299.0,29.0,222.0,299.0,29.0,222,299,29,222,299,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2615,obj2616-val39765,39765,0,226.0,299.0,29.0,226.0,299.0,29.0,226,299,29,226,299,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2616,obj2617-val39766,39766,0,227.0,299.0,29.0,227.0,299.0,29.0,227,299,29,227,299,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2617,obj2618-val39767,39767,0,237.0,299.0,29.0,237.0,299.0,29.0,237,299,29,237,299,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2618,obj2619-val39768,39768,0,239.0,299.0,29.0,239.0,299.0,29.0,239,299,29,239,299,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2619,obj2620-val39769,39769,0,240.0,299.0,29.0,240.0,299.0,29.0,240,299,29,240,299,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2620,obj2621-val39770,39770,0,241.0,299.0,29.0,241.0,299.0,29.0,241,299,29,241,299,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2621,obj2622-val39771,39771,0,252.0,299.0,29.0,252.0,299.0,29.0,252,299,29,252,299,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2622,obj2623-val39772,39772,0,221.0,300.0,29.0,221.0,300.0,29.0,221,300,29,221,300,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2623,obj2624-val39773,39773,0,225.0,300.0,29.0,225.0,300.0,29.0,225,300,29,225,300,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2624,obj2625-val39774,39774,0,226.0,300.0,29.0,226.0,300.0,29.0,226,300,29,226,300,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2625,obj2626-val39775,39775,0,227.0,300.0,29.0,227.0,300.0,29.0,227,300,29,227,300,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2626,obj2627-val39776,39776,0,235.0,300.0,29.0,235.0,300.0,29.0,235,300,29,235,300,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2627,obj2628-val39777,39777,0,236.0,300.0,29.0,236.0,300.0,29.0,236,300,29,236,300,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2628,obj2629-val39778,39778,0,237.0,300.0,29.0,237.0,300.0,29.0,237,300,29,237,300,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2629,obj2630-val39779,39779,0,239.0,300.0,29.0,239.0,300.0,29.0,239,300,29,239,300,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2630,obj2631-val39780,39780,0,240.0,300.0,29.0,240.0,300.0,29.0,240,300,29,240,300,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2631,obj2632-val39781,39781,0,247.0,300.0,29.0,247.0,300.0,29.0,247,300,29,247,300,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2632,obj2633-val39782,39782,0,221.0,301.0,29.0,221.0,301.0,29.0,221,301,29,221,301,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2633,obj2634-val39783,39783,0,223.0,301.0,29.0,223.0,301.0,29.0,223,301,29,223,301,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2634,obj2635-val39784,39784,0,224.0,301.0,29.0,224.0,301.0,29.0,224,301,29,224,301,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2635,obj2636-val39785,39785,0,225.0,301.0,29.0,225.0,301.0,29.0,225,301,29,225,301,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2636,obj2637-val39786,39786,0,227.0,301.0,29.0,227.0,301.0,29.0,227,301,29,227,301,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2637,obj2638-val39787,39787,0,230.0,301.0,29.0,230.0,301.0,29.0,230,301,29,230,301,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2638,obj2639-val39788,39788,0,236.0,301.0,29.0,236.0,301.0,29.0,236,301,29,236,301,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2639,obj2640-val39789,39789,0,238.0,301.0,29.0,238.0,301.0,29.0,238,301,29,238,301,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2640,obj2641-val39790,39790,0,241.0,301.0,29.0,241.0,301.0,29.0,241,301,29,241,301,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2641,obj2642-val39791,39791,0,247.0,301.0,29.0,247.0,301.0,29.0,247,301,29,247,301,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2642,obj2643-val39792,39792,0,224.0,302.0,29.0,224.0,302.0,29.0,224,302,29,224,302,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2643,obj2644-val39793,39793,0,235.0,302.0,29.0,235.0,302.0,29.0,235,302,29,235,302,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2644,obj2645-val39794,39794,0,250.0,302.0,29.0,250.0,302.0,29.0,250,302,29,250,302,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2645,obj2646-val39795,39795,0,240.0,303.0,29.0,240.0,303.0,29.0,240,303,29,240,303,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2646,obj2647-val39796,39796,0,237.0,304.0,29.0,237.0,304.0,29.0,237,304,29,237,304,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2647,obj2648-val39797,39797,0,236.0,305.0,29.0,236.0,305.0,29.0,236,305,29,236,305,29,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2648,obj2649-val39798,39798,0,229.0,250.0,30.0,229.0,250.0,30.0,229,250,30,229,250,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2649,obj2650-val39799,39799,0,225.0,251.0,30.0,225.0,251.0,30.0,225,251,30,225,251,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2650,obj2651-val39800,39800,0,228.0,251.0,30.0,228.0,251.0,30.0,228,251,30,228,251,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2651,obj2652-val39801,39801,0,215.0,252.0,30.0,215.0,252.0,30.0,215,252,30,215,252,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2652,obj2653-val39802,39802,0,233.0,252.0,30.0,233.0,252.0,30.0,233,252,30,233,252,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2653,obj2654-val39803,39803,0,228.0,253.0,30.0,228.0,253.0,30.0,228,253,30,228,253,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2654,obj2655-val39804,39804,0,231.0,253.0,30.0,231.0,253.0,30.0,231,253,30,231,253,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2655,obj2656-val39805,39805,0,232.0,253.0,30.0,232.0,253.0,30.0,232,253,30,232,253,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2656,obj2657-val39806,39806,0,237.0,253.0,30.0,237.0,253.0,30.0,237,253,30,237,253,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2657,obj2658-val39807,39807,0,215.0,254.0,30.0,215.0,254.0,30.0,215,254,30,215,254,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2658,obj2659-val39808,39808,0,230.0,254.0,30.0,230.0,254.0,30.0,230,254,30,230,254,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2659,obj2660-val39809,39809,0,231.0,254.0,30.0,231.0,254.0,30.0,231,254,30,231,254,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2660,obj2661-val39810,39810,0,232.0,254.0,30.0,232.0,254.0,30.0,232,254,30,232,254,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2661,obj2662-val39811,39811,0,233.0,254.0,30.0,233.0,254.0,30.0,233,254,30,233,254,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2662,obj2663-val39812,39812,0,235.0,254.0,30.0,235.0,254.0,30.0,235,254,30,235,254,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2663,obj2664-val39813,39813,0,236.0,254.0,30.0,236.0,254.0,30.0,236,254,30,236,254,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2664,obj2665-val39814,39814,0,238.0,254.0,30.0,238.0,254.0,30.0,238,254,30,238,254,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2665,obj2666-val39815,39815,0,191.0,255.0,30.0,191.0,255.0,30.0,191,255,30,191,255,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2666,obj2667-val39816,39816,0,215.0,255.0,30.0,215.0,255.0,30.0,215,255,30,215,255,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2667,obj2668-val39817,39817,0,227.0,255.0,30.0,227.0,255.0,30.0,227,255,30,227,255,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2668,obj2669-val39818,39818,0,229.0,255.0,30.0,229.0,255.0,30.0,229,255,30,229,255,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2669,obj2670-val39819,39819,0,230.0,255.0,30.0,230.0,255.0,30.0,230,255,30,230,255,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2670,obj2671-val39820,39820,0,232.0,255.0,30.0,232.0,255.0,30.0,232,255,30,232,255,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2671,obj2672-val39821,39821,0,234.0,255.0,30.0,234.0,255.0,30.0,234,255,30,234,255,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2672,obj2673-val39822,39822,0,236.0,255.0,30.0,236.0,255.0,30.0,236,255,30,236,255,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2673,obj2674-val39823,39823,0,237.0,255.0,30.0,237.0,255.0,30.0,237,255,30,237,255,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2674,obj2675-val39824,39824,0,204.0,256.0,30.0,204.0,256.0,30.0,204,256,30,204,256,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2675,obj2676-val39825,39825,0,229.0,256.0,30.0,229.0,256.0,30.0,229,256,30,229,256,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2676,obj2677-val39826,39826,0,230.0,256.0,30.0,230.0,256.0,30.0,230,256,30,230,256,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2677,obj2678-val39827,39827,0,231.0,256.0,30.0,231.0,256.0,30.0,231,256,30,231,256,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2678,obj2679-val39828,39828,0,232.0,256.0,30.0,232.0,256.0,30.0,232,256,30,232,256,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2679,obj2680-val39829,39829,0,233.0,256.0,30.0,233.0,256.0,30.0,233,256,30,233,256,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2680,obj2681-val39830,39830,0,235.0,256.0,30.0,235.0,256.0,30.0,235,256,30,235,256,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2681,obj2682-val39831,39831,0,236.0,256.0,30.0,236.0,256.0,30.0,236,256,30,236,256,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2682,obj2683-val39832,39832,0,181.0,257.0,30.0,181.0,257.0,30.0,181,257,30,181,257,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2683,obj2684-val39833,39833,0,183.0,257.0,30.0,183.0,257.0,30.0,183,257,30,183,257,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
2684,obj2685-val39834,39834,0,190.0,257.0,30.0,190.0,257.0,30.0,190,257,30,190,257,30,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
