x	y	z	Glycolysis
211	265	33	1
214	265	33	3
221	265	33	1
225	265	33	1
229	265	33	2
233	265	33	1
242	265	33	1
244	265	33	1
245	265	33	1
248	265	33	1
251	265	33	1
186	266	33	1
187	266	33	1
188	266	33	4
189	266	33	1
190	266	33	2
191	266	33	1
193	266	33	1
195	266	33	3
196	266	33	1
204	266	33	1
213	266	33	3
214	266	33	2
215	266	33	1
218	266	33	1
222	266	33	1
225	266	33	1
228	266	33	2
230	266	33	1
239	266	33	3
241	266	33	1
242	266	33	1
246	266	33	2
184	267	33	1
188	267	33	1
197	267	33	1
200	267	33	1
202	267	33	1
209	267	33	2
210	267	33	1
214	267	33	1
217	267	33	1
219	267	33	1
221	267	33	1
223	267	33	1
225	267	33	1
227	267	33	1
229	267	33	1
231	267	33	1
235	267	33	2
240	267	33	1
241	267	33	1
244	267	33	2
245	267	33	1
246	267	33	2
183	268	33	3
188	268	33	2
189	268	33	2
193	268	33	1
195	268	33	2
208	268	33	1
209	268	33	1
216	268	33	1
219	268	33	1
220	268	33	1
232	268	33	1
235	268	33	2
240	268	33	1
250	268	33	1
252	268	33	1
184	269	33	1
185	269	33	2
195	269	33	3
196	269	33	1
201	269	33	1
204	269	33	1
208	269	33	2
209	269	33	1
215	269	33	1
216	269	33	1
219	269	33	2
239	269	33	2
243	269	33	1
244	269	33	2
245	269	33	1
178	270	33	1
179	270	33	2
184	270	33	2
188	270	33	2
194	270	33	1
205	270	33	1
206	270	33	1
210	270	33	1
212	270	33	1
216	270	33	1
234	270	33	1
247	270	33	1
248	270	33	1
249	270	33	1
251	270	33	1
252	270	33	1
173	271	33	1
175	271	33	1
177	271	33	1
179	271	33	2
182	271	33	1
186	271	33	4
192	271	33	1
204	271	33	1
205	271	33	1
206	271	33	1
208	271	33	2
209	271	33	1
210	271	33	1
211	271	33	3
214	271	33	2
217	271	33	1
224	271	33	1
229	271	33	1
235	271	33	1
237	271	33	1
240	271	33	1
243	271	33	1
244	271	33	1
245	271	33	2
246	271	33	1
248	271	33	2
253	271	33	1
172	272	33	2
175	272	33	2
178	272	33	1
180	272	33	2
182	272	33	2
183	272	33	2
185	272	33	1
187	272	33	1
205	272	33	1
210	272	33	1
213	272	33	2
217	272	33	3
233	272	33	1
234	272	33	2
235	272	33	1
239	272	33	2
244	272	33	2
247	272	33	1
249	272	33	1
251	272	33	2
254	272	33	1
171	273	33	1
173	273	33	2
181	273	33	4
185	273	33	2
186	273	33	3
188	273	33	1
189	273	33	1
190	273	33	2
196	273	33	2
205	273	33	1
210	273	33	2
227	273	33	1
235	273	33	1
238	273	33	1
241	273	33	1
243	273	33	1
248	273	33	2
253	273	33	1
170	274	33	3
177	274	33	2
181	274	33	1
182	274	33	1
185	274	33	1
190	274	33	1
193	274	33	1
202	274	33	2
203	274	33	1
205	274	33	2
206	274	33	1
207	274	33	2
209	274	33	2
212	274	33	1
214	274	33	1
226	274	33	2
239	274	33	1
242	274	33	1
243	274	33	2
244	274	33	2
245	274	33	1
250	274	33	1
176	275	33	1
183	275	33	2
184	275	33	1
188	275	33	1
202	275	33	1
207	275	33	1
209	275	33	1
214	275	33	1
216	275	33	1
235	275	33	1
239	275	33	2
240	275	33	2
241	275	33	3
242	275	33	3
243	275	33	3
244	275	33	2
246	275	33	4
250	275	33	2
251	275	33	1
176	276	33	4
186	276	33	1
189	276	33	1
192	276	33	1
201	276	33	1
214	276	33	1
215	276	33	2
232	276	33	2
235	276	33	3
236	276	33	2
237	276	33	1
240	276	33	2
242	276	33	1
243	276	33	1
176	277	33	1
180	277	33	1
183	277	33	1
187	277	33	1
207	277	33	2
208	277	33	2
209	277	33	2
211	277	33	1
215	277	33	1
224	277	33	1
227	277	33	1
236	277	33	2
238	277	33	1
239	277	33	2
243	277	33	1
246	277	33	1
174	278	33	1
176	278	33	1
178	278	33	2
205	278	33	1
209	278	33	1
232	278	33	2
239	278	33	2
240	278	33	1
243	278	33	1
245	278	33	2
168	279	33	1
210	279	33	1
220	279	33	2
222	279	33	4
244	279	33	1
245	279	33	1
248	279	33	2
249	279	33	1
175	280	33	1
177	280	33	1
180	280	33	2
191	280	33	1
206	280	33	2
207	280	33	1
208	280	33	1
209	280	33	1
211	280	33	1
221	280	33	1
224	280	33	1
229	280	33	2
232	280	33	1
237	280	33	2
239	280	33	2
248	280	33	2
249	280	33	1
250	280	33	1
175	281	33	1
178	281	33	2
180	281	33	1
186	281	33	2
204	281	33	1
208	281	33	1
219	281	33	1
221	281	33	1
222	281	33	1
224	281	33	1
233	281	33	2
249	281	33	1
250	281	33	2
175	282	33	3
177	282	33	1
178	282	33	2
188	282	33	2
205	282	33	2
209	282	33	1
211	282	33	1
213	282	33	1
214	282	33	1
220	282	33	3
221	282	33	1
222	282	33	1
223	282	33	1
225	282	33	3
230	282	33	1
231	282	33	2
233	282	33	2
234	282	33	2
237	282	33	1
241	282	33	1
244	282	33	1
245	282	33	2
247	282	33	2
248	282	33	2
250	282	33	2
251	282	33	1
253	282	33	2
179	283	33	2
181	283	33	1
185	283	33	1
204	283	33	2
209	283	33	1
212	283	33	1
215	283	33	1
220	283	33	1
221	283	33	1
225	283	33	1
227	283	33	2
229	283	33	1
230	283	33	1
233	283	33	1
242	283	33	1
247	283	33	1
250	283	33	1
175	284	33	2
180	284	33	1
184	284	33	2
187	284	33	1
188	284	33	1
205	284	33	1
207	284	33	1
211	284	33	1
220	284	33	2
221	284	33	1
222	284	33	2
229	284	33	1
230	284	33	1
231	284	33	2
234	284	33	2
235	284	33	1
237	284	33	1
240	284	33	1
241	284	33	1
247	284	33	1
176	285	33	1
178	285	33	3
204	285	33	1
206	285	33	1
208	285	33	1
220	285	33	2
222	285	33	2
223	285	33	2
224	285	33	2
225	285	33	1
226	285	33	1
227	285	33	2
229	285	33	2
230	285	33	1
233	285	33	1
234	285	33	1
237.5	285.5	33.5	1
240	285	33	2
241	285	33	1
243	285	33	1
246	285	33	1
247	285	33	1
248	285	33	1
253	285	33	2
178	286	33	1
185	286	33	1
188	286	33	1
201	286	33	2
220	286	33	2
221	286	33	1
226	286	33	2
228	286	33	2
229	286	33	1
230	286	33	1
235	286	33	4
237	286	33	2
243	286	33	4
244	286	33	2
246	286	33	1
249	286	33	2
252	286	33	1
255	286	33	2
185	287	33	3
198	287	33	1
205	287	33	1
208	287	33	1
222	287	33	2
225	287	33	1
233	287	33	1
235	287	33	1
244	287	33	1
246	287	33	1
247	287	33	2
186	288	33	1
187	288	33	1
223	288	33	1
226	288	33	3
231	288	33	1
236	288	33	1
239	288	33	1
244	288	33	1
245	288	33	1
247	288	33	2
250	288	33	1
255	288	33	1
257	288	33	1
184	289	33	2
186	289	33	1
200	289	33	3
201	289	33	1
202	289	33	1
222	289	33	1
223	289	33	2
224	289	33	1
230	289	33	1
234	289	33	2
235	289	33	1
244	289	33	1
245	289	33	1
246	289	33	2
249	289	33	2
250	289	33	2
253	289	33	2
184	290	33	1
197	290	33	1
199	290	33	3
200	290	33	2
223	290	33	1
225	290	33	1
228	290	33	1
232	290	33	1
234	290	33	1
235	290	33	1
236	290	33	1
238	290	33	1
239	290	33	1
246	290	33	2
248	290	33	1
250	290	33	2
255	290	33	1
186	291	33	1
197	291	33	1
199	291	33	1
222	291	33	1
225	291	33	1
226	291	33	2
232	291	33	1
233	291	33	1
234	291	33	1
236	291	33	3
238	291	33	3
240	291	33	2
241	291	33	1
242	291	33	1
246	291	33	1
249	291	33	2
257	291	33	1
201	292	33	1
223	292	33	1
225	292	33	2
226	292	33	1
229	292	33	1
235	292	33	1
237	292	33	2
238	292	33	1
242	292	33	2
246	292	33	1
248	292	33	2
249	292	33	2
254	292	33	2
256	292	33	1
185	293	33	1
188	293	33	1
197	293	33	1
199	293	33	3
220	293	33	1
225	293	33	1
228	293	33	1
234	293	33	1
235	293	33	1
241	293	33	1
243	293	33	1
244	293	33	1
247	293	33	1
248	293	33	2
251	293	33	1
254	293	33	1
177	294	33	1
199	294	33	1
202	294	33	1
204	294	33	3
223	294	33	1
227	294	33	1
231	294	33	1
235	294	33	1
237	294	33	1
238	294	33	2
244	294	33	1
246	294	33	1
251	294	33	2
256	294	33	1
182	295	33	1
197	295	33	1
198	295	33	1
199	295	33	1
228	295	33	2
231	295	33	1
232	295	33	1
237	295	33	1
238	295	33	2
245	295	33	1
246	295	33	1
247	295	33	2
250	295	33	1
253	295	33	1
180	296	33	1
198	296	33	1
199	296	33	1
200	296	33	3
201	296	33	1
222	296	33	1
223	296	33	1
225	296	33	2
229	296	33	1
237	296	33	1
241	296	33	1
242	296	33	1
245	296	33	1
246	296	33	1
252	296	33	1
195	297	33	1
202	297	33	2
225	297	33	1
228	297	33	1
234	297	33	1
241	297	33	1
242	297	33	2
246	297	33	2
198	298	33	2
223	298	33	1
226	298	33	1
228	298	33	2
233	298	33	2
238	298	33	2
239	298	33	2
241	298	33	1
242	298	33	1
243	298	33	2
244	298	33	1
248	298	33	1
195	299	33	1
196	299	33	1
222	299	33	2
224	299	33	2
227	299	33	1
228	299	33	1
230	299	33	1
232	299	33	1
234	299	33	2
241	299	33	1
243	299	33	1
246	299	33	1
196	300	33	1
230	300	33	1
231	300	33	1
238	300	33	2
240	300	33	1
244	300	33	2
247	300	33	1
224	301	33	1
225	301	33	2
227	301	33	2
228	301	33	3
229	301	33	1
234	301	33	1
240	301	33	2
242	301	33	1
245	301	33	2
211	302	33	1
229	302	33	1
231	302	33	1
232	302	33	3
233	302	33	1
236	302	33	1
237	302	33	1
244	302	33	1
246	302	33	1
222	303	33	1
224	303	33	1
225	303	33	1
228	303	33	1
232	303	33	1
234	303	33	1
235	303	33	1
237	303	33	2
206	304	33	1
229	304	33	1
230	304	33	1
235	304	33	1
238	304	33	4
239	304	33	2
208	305	33	2
222	305	33	1
230	305	33	1
234	305	33	2
235	305	33	1
237	305	33	1
199	306	33	1
220	306	33	1
231	306	33	1
237	306	33	1
221	307	33	1
222	307	33	1
226	307	33	1
227	307	33	1
233	307	33	1
234	307	33	1
235	307	33	2
241	307	33	1
217	308	33	2
221	308	33	1
222	308	33	1
223	308	33	2
239	308	33	1
221	309	33	1
226	309	33	1
233	309	33	1
234	309	33	1
235	309	33	2
221	310	33	1
223	310	33	1
225	310	33	1
231	310	33	1
234	310	33	2
238	310	33	1
239	310	33	1
226	311	33	1
233	311	33	2
236	311	33	1
238	311	33	1
226	312	33	1
228	312	33	3
231	312	33	1
228	313	33	2
229	313	33	2
233	313	33	1
236	313	33	1
237	313	33	2
228	314	33	1
230	314	33	1
232	314	33	2
234	314	33	1
230	315	33	1
226	250	34	1
229	251	34	1
224	252	34	3
227	252	34	2
225	253	34	1
228	253	34	1
229	253	34	1
232	253	34	1
228	254	34	2
231	254	34	1
233	254	34	1
235	254	34	1
239	254	34	1
241	254	34	1
218	255	34	4
221	255	34	1
223	255	34	3
225	255	34	1
237	255	34	1
242	255	34	2
215	256	34	2
219	256	34	1
224	256	34	1
226	256	34	3
227	256	34	1
232	256	34	2
233	256	34	1
243	256	34	2
221	257	34	1
225	257	34	2
241	257	34	1
243	257	34	1
200	258	34	1
212	258	34	1
216	258	34	1
217	258	34	1
219	258	34	2
223	258	34	2
224	258	34	1
226	258	34	2
227	258	34	2
232	258	34	1
233	258	34	2
235	258	34	1
237	258	34	4
241	258	34	1
189	259	34	2
209	259	34	1
211	259	34	1
216	259	34	2
218	259	34	1
219	259	34	1
222	259	34	2
226	259	34	3
227	259	34	1
235	259	34	1
238	259	34	1
242	259	34	1
244	259	34	1
212	260	34	1
214	260	34	2
221	260	34	1
228	260	34	1
230	260	34	1
236	260	34	1
242	260	34	1
243	260	34	2
195	261	34	1
214	261	34	1
215	261	34	2
216	261	34	1
217	261	34	1
221	261	34	2
222	261	34	2
225	261	34	1
229	261	34	1
230	261	34	1
231	261	34	2
235	261	34	1
240	261	34	1
244	261	34	1
189	262	34	1
190	262	34	2
192	262	34	2
194	262	34	1
210	262	34	2
215	262	34	2
216	262	34	1
221	262	34	1
228	262	34	2
230	262	34	1
236	262	34	1
240	262	34	2
242	262	34	1
246	262	34	2
247	262	34	1
185	263	34	1
188	263	34	1
193	263	34	1
197	263	34	1
207	263	34	1
210	263	34	1
211	263	34	1
214	263	34	1
217	263	34	1
218	263	34	1
219	263	34	1
220	263	34	1
226	263	34	4
232	263	34	1
234	263	34	1
235	263	34	1
236	263	34	1
237	263	34	1
241	263	34	1
252	263	34	1
186	264	34	1
192	264	34	1
201	264	34	2
203	264	34	1
205	264	34	1
210	264	34	1
212	264	34	2
214	264	34	1
215	264	34	1
216	264	34	1
218	264	34	1
222	264	34	1
227	264	34	1
229	264	34	1
233	264	34	2
234	264	34	1
235	264	34	1
237	264	34	3
243	264	34	1
244	264	34	2
245	264	34	1
247	264	34	1
248	264	34	1
187	265	34	1
189	265	34	3
190	265	34	2
192	265	34	1
203	265	34	1
205	265	34	1
209	265	34	1
210	265	34	1
213	265	34	3
221	265	34	1
222	265	34	4
223	265	34	1
226	265	34	1
229	265	34	1
231	265	34	1
232	265	34	1
234	265	34	1
249	265	34	1
251	265	34	2
175	266	34	1
186	266	34	1
188	266	34	2
193	266	34	1
197	266	34	2
208	266	34	2
211	266	34	1
230	266	34	2
237	266	34	1
238	266	34	1
240	266	34	1
241	266	34	1
244	266	34	1
251	266	34	1
252	266	34	1
182	267	34	1
186	267	34	1
188	267	34	1
189	267	34	3
191	267	34	2
193	267	34	2
194	267	34	1
195	267	34	1
206	267	34	1
208	267	34	1
209	267	34	2
210	267	34	1
214	267	34	2
220	267	34	1
221	267	34	1
223	267	34	1
224	267	34	1
228	267	34	2
229	267	34	1
230	267	34	1
232	267	34	2
245	267	34	1
246	267	34	1
247	267	34	2
249	267	34	1
176	268	34	1
183	268	34	1
188	268	34	1
189	268	34	1
193	268	34	2
207	268	34	1
215	268	34	2
216	268	34	1
220	268	34	1
221	268	34	1
222	268	34	1
227	268	34	1
233	268	34	1
240	268	34	2
249	268	34	2
250	268	34	1
251	268	34	1
252	268	34	1
175	269	34	1
182	269	34	3
184	269	34	1
191	269	34	1
193	269	34	2
194	269	34	1
208	269	34	1
209	269	34	2
210	269	34	1
213	269	34	2
215	269	34	1
216	269	34	1
217	269	34	1
231	269	34	2
232	269	34	3
234	269	34	1
235	269	34	2
242	269	34	2
244	269	34	1
245	269	34	1
249	269	34	1
253	269	34	1
175	270	34	1
179	270	34	1
180	270	34	1
185	270	34	1
186	270	34	1
188	270	34	1
189	270	34	2
195	270	34	1
196	270	34	4
197	270	34	2
201	270	34	1
203	270	34	2
205	270	34	1
206	270	34	1
210	270	34	2
214	270	34	1
215	270	34	1
216	270	34	1
217	270	34	1
223	270	34	1
241	270	34	1
245	270	34	1
175	271	34	1
180	271	34	2
181	271	34	1
201	271	34	1
205	271	34	1
209	271	34	1
210	271	34	1
211	271	34	1
212	271	34	1
213	271	34	2
217	271	34	1
218	271	34	1
220	271	34	2
231	271	34	1
235	271	34	1
239	271	34	1
240	271	34	2
241	271	34	1
243	271	34	1
245	271	34	1
247	271	34	1
250	271	34	3
173	272	34	2
175	272	34	1
176	272	34	1
177	272	34	1
179	272	34	1
181	272	34	1
182	272	34	1
183	272	34	2
185	272	34	1
186	272	34	1
188	272	34	1
190	272	34	1
203	272	34	1
205	272	34	2
207	272	34	1
212	272	34	3
213	272	34	1
225	272	34	2
227	272	34	1
229	272	34	1
232	272	34	1
236	272	34	1
238	272	34	1
239	272	34	1
247	272	34	1
170	273	34	1
176	273	34	1
182	273	34	1
184	273	34	1
188	273	34	1
197	273	34	1
201	273	34	2
203	273	34	2
204	273	34	1
205	273	34	1
207	273	34	1
209	273	34	1
216	273	34	1
219	273	34	3
229	273	34	1
231	273	34	2
241	273	34	1
245	273	34	2
248	273	34	1
178	274	34	1
180	274	34	2
182	274	34	1
183	274	34	1
187	274	34	1
196	274	34	3
203	274	34	1
207	274	34	2
210	274	34	1
215	274	34	1
218	274	34	1
226	274	34	2
229	274	34	1
232	274	34	1
235	274	34	2
238	274	34	1
239	274	34	1
246	274	34	1
250	274	34	1
176	275	34	2
179	275	34	2
183	275	34	1
184	275	34	1
185	275	34	3
203	275	34	1
206	275	34	1
207	275	34	1
208	275	34	1
213	275	34	2
214	275	34	1
217	275	34	2
226	275	34	1
245	275	34	1
246	275	34	1
184	276	34	1
187	276	34	2
206	276	34	1
207	276	34	1
209	276	34	1
210	276	34	1
214	276	34	1
219	276	34	1
232	276	34	1
237	276	34	1
241	276	34	2
242	276	34	2
243	276	34	2
176	277	34	1
182	277	34	2
183	277	34	2
186	277	34	1
202	277	34	2
205	277	34	2
207	277	34	2
213	277	34	2
244	277	34	3
245	277	34	2
190	278	34	1
203	278	34	2
210	278	34	1
212	278	34	2
214	278	34	2
231	278	34	3
234	278	34	1
239	278	34	2
243	278	34	1
244	278	34	2
175	279	34	1
176	279	34	1
181	279	34	1
192	279	34	2
203	279	34	1
204	279	34	1
205	279	34	1
208	279	34	1
210	279	34	3
214	279	34	1
217	279	34	1
236	279	34	1
237	279	34	2
245	279	34	1
246	279	34	1
247	279	34	2
249	279	34	1
173	280	34	1
175	280	34	2
180	280	34	2
187	280	34	2
206	280	34	1
207	280	34	1
209	280	34	2
215	280	34	2
235	280	34	3
238	280	34	2
240	280	34	1
245	280	34	1
247	280	34	1
248	280	34	2
173	281	34	1
189	281	34	1
192	281	34	1
203	281	34	1
204	281	34	2
205	281	34	2
206	281	34	2
209	281	34	1
210	281	34	1
228	281	34	1
229	281	34	1
231	281	34	1
237	281	34	1
245	281	34	2
248	281	34	2
175	282	34	1
178	282	34	1
179	282	34	1
181	282	34	1
187	282	34	3
188	282	34	1
189	282	34	2
190	282	34	1
204	282	34	2
208	282	34	1
209	282	34	3
211	282	34	1
215	282	34	1
220	282	34	2
222	282	34	1
223	282	34	1
224	282	34	3
234	282	34	1
240	282	34	1
247	282	34	2
175	283	34	1
179	283	34	1
187	283	34	1
204	283	34	1
206	283	34	1
209	283	34	1
211	283	34	1
215	283	34	1
219	283	34	1
226	283	34	1
227	283	34	1
228	283	34	1
230	283	34	1
231	283	34	1
237	283	34	1
239	283	34	1
243	283	34	2
245	283	34	1
249	283	34	1
251	283	34	1
177	284	34	1
178	284	34	2
184	284	34	1
185	284	34	2
205	284	34	1
206	284	34	2
207	284	34	2
208	284	34	1
209	284	34	3
211	284	34	1
212	284	34	2
214	284	34	1
215	284	34	1
219	284	34	1
223	284	34	1
231	284	34	1
234	284	34	2
237	284	34	1
242	284	34	1
248	284	34	2
249	284	34	1
254	284	34	1
185	285	34	1
187	285	34	1
203	285	34	1
204	285	34	2
211	285	34	1
220	285	34	1
221	285	34	1
222	285	34	2
224	285	34	1
237	285	34	1
240	285	34	1
242	285	34	1
245	285	34	1
247	285	34	3
248	285	34	1
186	286	34	1
188	286	34	1
189	286	34	1
199	286	34	1
203	286	34	1
204	286	34	2
205	286	34	1
213	286	34	1
218	286	34	1
222	286	34	1
223	286	34	2
224	286	34	1
227	286	34	1
228	286	34	1
237	286	34	2
242	286	34	1
243	286	34	1
246	286	34	1
247	286	34	1
184	287	34	2
188	287	34	1
219	287	34	1
220	287	34	1
222	287	34	2
226	287	34	1
228	287	34	1
231	287	34	3
233	287	34	1
234	287	34	3
243	287	34	2
245	287	34	2
252	287	34	3
177	288	34	2
199	288	34	1
200	288	34	2
202	288	34	2
209	288	34	3
220	288	34	1
223	288	34	1
227	288	34	1
228	288	34	2
229	288	34	1
231	288	34	1
238	288	34	1
239	288	34	1
246	288	34	1
247	288	34	1
249	288	34	1
202	289	34	1
223	289	34	1
224	289	34	3
226	289	34	2
232	289	34	1
233	289	34	1
235	289	34	1
238	289	34	1
248	289	34	1
249	289	34	1
257	289	34	1
185	290	34	1
197	290	34	1
198	290	34	3
199	290	34	1
220	290	34	1
222	290	34	1
224	290	34	1
233	290	34	1
243	290	34	2
246	290	34	1
247	290	34	2
248	290	34	1
182	291	34	1
185	291	34	1
199	291	34	2
203	291	34	1
222	291	34	2
223	291	34	1
232	291	34	1
235	291	34	1
236	291	34	1
241	291	34	1
245	291	34	2
246	291	34	2
247	291	34	2
248	291	34	1
249	291	34	1
250	291	34	1
198	292	34	1
200	292	34	1
202	292	34	1
203	292	34	2
204	292	34	1
223	292	34	1
225	292	34	1
227	292	34	1
228	292	34	3
230	292	34	1
233	292	34	1
234	292	34	2
237	292	34	3
241	292	34	3
242	292	34	1
243	292	34	1
244	292	34	3
247	292	34	1
182	293	34	2
188	293	34	1
194	293	34	2
196	293	34	1
201	293	34	1
205	293	34	1
222	293	34	1
223	293	34	1
224	293	34	2
230	293	34	1
231	293	34	1
233	293	34	1
241	293	34	1
251	293	34	1
197	294	34	2
198	294	34	2
201	294	34	1
206	294	34	1
220	294	34	1
221	294	34	2
224	294	34	1
225	294	34	1
226	294	34	2
229	294	34	2
235	294	34	3
236	294	34	1
237	294	34	1
245	294	34	1
246	294	34	1
192	295	34	2
196	295	34	1
197	295	34	1
198	295	34	1
202	295	34	1
225	295	34	1
228	295	34	3
229	295	34	1
230	295	34	2
231	295	34	1
232	295	34	1
233	295	34	1
244	295	34	1
182	296	34	1
183	296	34	1
191	296	34	1
194	296	34	1
196	296	34	1
198	296	34	2
199	296	34	1
200	296	34	1
201	296	34	2
205	296	34	1
221	296	34	1
222	296	34	1
223	296	34	1
226	296	34	1
229	296	34	1
236	296	34	1
238	296	34	1
243	296	34	1
245	296	34	2
194	297	34	1
199	297	34	1
202	297	34	1
220	297	34	1
224	297	34	1
231	297	34	2
232	297	34	1
233	297	34	1
235	297	34	1
236	297	34	1
238	297	34	2
239	297	34	2
242	297	34	2
243	297	34	1
244	297	34	1
247	297	34	2
182	298	34	1
194	298	34	2
203	298	34	1
224	298	34	1
235	298	34	2
236	298	34	1
237	298	34	1
239	298	34	1
241	298	34	2
242	298	34	1
244	298	34	1
248	298	34	2
251	298	34	1
180	299	34	1
182	299	34	2
195	299	34	1
197	299	34	1
207	299	34	1
224	299	34	1
227	299	34	1
228	299	34	1
239	299	34	2
243	299	34	1
244	299	34	1
224	300	34	1
228	300	34	1
230	300	34	1
233	300	34	2
236	300	34	2
241	300	34	1
242	300	34	1
243	300	34	2
244	300	34	2
246	300	34	1
225	301	34	1
231	301	34	2
232	301	34	1
241	301	34	1
242	301	34	1
244	301	34	1
228	302	34	1
237	302	34	1
225	303	34	2
228	303	34	2
229	303	34	1
232	303	34	1
235	303	34	2
236	303	34	1
239	303	34	1
241	303	34	2
244	303	34	1
245	303	34	2
199	304	34	2
230	304	34	3
231	304	34	1
237	304	34	2
240	304	34	1
241	304	34	2
199	305	34	1
225	305	34	1
228	305	34	1
229	305	34	3
236	305	34	2
237	305	34	1
198	306	34	1
224	306	34	2
225	306	34	1
233	306	34	1
235	306	34	1
242	306	34	1
244	306	34	1
201	307	34	1
206	307	34	1
221	307	34	1
223	307	34	1
226	307	34	2
232	307	34	2
237	307	34	1
242	307	34	1
243	307	34	1
222	308	34	2
224	308	34	1
225	308	34	1
226	308	34	3
229	308	34	2
236	308	34	1
237	308	34	1
239	308	34	1
240	308	34	1
241	308	34	1
242	308	34	1
220	309	34	1
221	309	34	1
222	309	34	1
225	309	34	2
228	309	34	1
221	310	34	1
222	310	34	1
226	310	34	1
228	310	34	1
229	310	34	2
230	310	34	1
233	310	34	1
234	310	34	1
236	310	34	2
237	310	34	2
238	310	34	1
239	310	34	1
227	311	34	1
228	311	34	2
231	311	34	1
232	311	34	4
233	311	34	1
235	311	34	3
216	312	34	1
221	312	34	1
222	312	34	1
221	313	34	1
224	313	34	1
225	313	34	2
226	313	34	1
227	313	34	1
228	313	34	2
235	313	34	3
236	313	34	2
226	314	34	1
230	314	34	1
227	315	34	2
228	315	34	1
229	315	34	3
230	315	34	1
233	316	34	2
234	316	34	1
231	317	34	1
232	317	34	1
233	317	34	1
237	318	34	1
228	250	35	1
229	250	35	1
224	251	35	1
227	251	35	1
223	252	35	1
225	252	35	1
226	252	35	2
221	253	35	1
223	253	35	2
224	253	35	1
225	253	35	1
229	253	35	2
232	253	35	1
219	254	35	2
221	254	35	1
223	254	35	1
230	254	35	2
231	254	35	2
235	254	35	1
240	254	35	1
209	255	35	1
218	255	35	2
225	255	35	1
230	255	35	3
231	255	35	1
221	256	35	1
222	256	35	1
225	256	35	1
230	256	35	1
240	256	35	1
241	256	35	1
209	257	35	1
210	257	35	1
216	257	35	1
218	257	35	1
221	257	35	1
223	257	35	1
227	257	35	1
230	257	35	1
237	257	35	2
240	257	35	3
203	258	35	2
217	258	35	2
221	258	35	1
222	258	35	1
223	258	35	1
224	258	35	1
225	258	35	2
227	258	35	1
228	258	35	2
234	258	35	2
235	258	35	1
239	258	35	1
240	258	35	1
242	258	35	2
211	259	35	2
217	259	35	1
219	259	35	1
220	259	35	1
221	259	35	1
223	259	35	1
227	259	35	1
228	259	35	1
229	259	35	1
231	259	35	1
233	259	35	1
234	259	35	2
238	259	35	1
242	259	35	3
190	260	35	1
212	260	35	1
220	260	35	1
222	260	35	1
223	260	35	1
225	260	35	3
226	260	35	1
230	260	35	1
233	260	35	1
236	260	35	1
237	260	35	1
240	260	35	2
241	260	35	2
242	260	35	2
243	260	35	1
244	260	35	3
247	260	35	1
189	261	35	1
191	261	35	3
193	261	35	1
211	261	35	1
218	261	35	1
222	261	35	3
223	261	35	1
227	261	35	2
230	261	35	1
231	261	35	1
233	261	35	1
236	261	35	1
238	261	35	1
240	261	35	2
241	261	35	2
244	261	35	1
245	261	35	1
246	261	35	1
190	262	35	1
193	262	35	1
203	262	35	2
208	262	35	2
210	262	35	1
211	262	35	1
213	262	35	1
215	262	35	1
220	262	35	2
221	262	35	1
223	262	35	1
226	262	35	1
228	262	35	1
232	262	35	1
233	262	35	3
188	263	35	1
205	263	35	1
210	263	35	2
211	263	35	1
212	263	35	3
213	263	35	1
216	263	35	2
217	263	35	1
218	263	35	1
219	263	35	3
222	263	35	1
224	263	35	1
226	263	35	1
230	263	35	2
231	263	35	1
237	263	35	1
238	263	35	1
240	263	35	1
248	263	35	1
249	263	35	1
250	263	35	3
186	264	35	1
200	264	35	2
209	264	35	2
211	264	35	1
214	264	35	2
216	264	35	2
217	264	35	1
218	264	35	2
219	264	35	3
220	264	35	3
225	264	35	1
227	264	35	1
229	264	35	1
231	264	35	1
232	264	35	1
233	264	35	1
234	264	35	1
235	264	35	1
236	264	35	1
237	264	35	2
242	264	35	2
245	264	35	1
248	264	35	1
249	264	35	1
178	265	35	1
184	265	35	1
187	265	35	1
189	265	35	1
193	265	35	1
194	265	35	2
204	265	35	2
205	265	35	1
209	265	35	1
211	265	35	1
212	265	35	1
213	265	35	1
216	265	35	1
221	265	35	1
222	265	35	2
223	265	35	2
224	265	35	1
229	265	35	1
234	265	35	2
239	265	35	1
241	265	35	1
242	265	35	1
247	265	35	1
249	265	35	4
178	266	35	2
183	266	35	2
184	266	35	3
186	266	35	1
187	266	35	1
190	266	35	2
192	266	35	1
197	266	35	2
211	266	35	1
220	266	35	1
226	266	35	1
234	266	35	1
236	266	35	1
239	266	35	2
240	266	35	1
241	266	35	1
242	266	35	1
185	267	35	1
192	267	35	1
195	267	35	1
196	267	35	1
206	267	35	1
207	267	35	2
209	267	35	1
210	267	35	2
212	267	35	1
218	267	35	1
219	267	35	2
222	267	35	3
225	267	35	1
226	267	35	1
227	267	35	1
228	267	35	1
231	267	35	1
235	267	35	1
239	267	35	1
247	267	35	2
248	267	35	2
183	268	35	3
185	268	35	2
186	268	35	1
189	268	35	2
193	268	35	2
194	268	35	1
195	268	35	1
196	268	35	1
203	268	35	2
205	268	35	3
206	268	35	1
207	268	35	1
208	268	35	2
210	268	35	1
213	268	35	2
215	268	35	1
216	268	35	1
219	268	35	2
220	268	35	1
222	268	35	2
225	268	35	2
229	268	35	2
